threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,seed,depth,learning_rate,l2_leaf_reg,iterations,random_strength,bootstrap_type,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.12951316844961933,0.2367821278765772,0.6809355623904902,0.4856269113149847,0.2,0.2833184656556646,0.7290936066900459,10017,3176,841,794,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,max_recall_precision_ge_0.20
0.5,0.2844711836269887,0.709645728063912,0.04384485666104553,0.5611510791366906,0.08133472367049009,0.8830867228451994,13231,61,1701,78,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,default_0.5
0.1499713437524917,0.2844711836269887,0.709645728063912,0.4564362001124227,0.26527278667102255,0.33553719008264465,0.7866100457832924,11043,2249,967,812,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,best_f1
0.0953332222642877,0.2844711836269887,0.709645728063912,0.7374929735806633,0.18318905333705668,0.2934794765686165,0.5808506403025678,7442,5850,467,1312,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,best_f2
0.04174557194848016,0.2844711836269887,0.709645728063912,0.9960652051714446,0.12000541785182176,0.21420368691447567,0.13734987724769424,298,12994,7,1772,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,max_recall_precision_ge_0.12
0.07081418755005063,0.2844711836269887,0.709645728063912,0.8701517706576728,0.15,0.25588891643937517,0.4026275628690863,4520,8772,231,1548,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,max_recall_precision_ge_0.15
0.10811809570541933,0.2844711836269887,0.709645728063912,0.6548622821810005,0.2,0.3064176749079432,0.6500563997080485,8632,4660,614,1165,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,validation,max_recall_precision_ge_0.20
0.5,0.2399203326628051,0.6826516981134699,0.03058103975535168,0.5882352941176471,0.05813953488372093,0.8907472349608848,13158,35,1585,50,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,test,default_0.5
0.16454645384499236,0.2399203326628051,0.6826516981134699,0.3547400611620795,0.2441077441077441,0.2892046871104463,0.8077286215268411,11397,1796,1055,580,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,test,best_f1
0.09544373199232585,0.2399203326628051,0.6826516981134699,0.6960244648318042,0.166984592809978,0.2693491124260355,0.5836255732398166,7516,5677,497,1138,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed404,404,6,0.02,10.0,1400,1.0,Default,199,65.19222841598094,1294,test,best_f2
