threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.12256078642540552,0.28360368917397377,0.7098113341916433,0.6554243957279371,0.2,0.30647916940465236,0.6498573419149359,8628,4664,613,1166,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,max_recall_precision_ge_0.20
0.5,0.23880546945601994,0.683137221086801,0.03669724770642202,0.5555555555555556,0.06884681583476764,0.8905449150256272,13145,48,1575,60,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,default_0.5
0.15797650225163917,0.23880546945601994,0.683137221086801,0.44648318042813456,0.21382542472173405,0.28916617151911267,0.7579579174534664,10509,2684,905,730,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,best_f1
0.08904864739587902,0.23880546945601994,0.683137221086801,0.8024464831804281,0.14893858553751846,0.25124473381846035,0.472619368761802,5696,7497,323,1312,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,best_f2
0.05904742909214678,0.23880546945601994,0.683137221086801,0.962691131498471,0.12000609942055505,0.21340926038912617,0.21749393040194226,1651,11542,61,1574,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,max_recall_precision_ge_0.12
0.09076760739267194,0.23880546945601994,0.683137221086801,0.7914373088685015,0.15001159285879898,0.2522171328330572,0.4825330455894254,5861,7332,341,1294,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,max_recall_precision_ge_0.15
0.14561753657657855,0.23880546945601994,0.683137221086801,0.4935779816513762,0.2,0.28465608465608466,0.7264634475316968,9965,3228,828,807,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,test,max_recall_precision_ge_0.20
0.5,0.2850776508921959,0.7103780150168726,0.1017425519955031,0.4826666666666667,0.1680594243268338,0.8810961449140734,13098,194,1598,181,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,default_0.5
0.26601936204434157,0.2850776508921959,0.7103780150168726,0.41877459246767845,0.2793400824896888,0.3351327035537562,0.8038617211863844,11370,1922,1034,745,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,best_f1
0.1782597117422612,0.2850776508921959,0.7103780150168726,0.6953344575604272,0.19249922191098662,0.30152346130408286,0.6197332625572292,8103,5189,542,1237,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,best_f2
0.06739412200086946,0.2850776508921959,0.7103780150168726,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,max_recall_precision_ge_0.12
0.12433462203429599,0.2850776508921959,0.7103780150168726,0.8763350196739741,0.15000481093043394,0.256161682550115,0.39924358038617214,4458,8834,220,1559,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,max_recall_precision_ge_0.15
0.18765254021997585,0.2850776508921959,0.7103780150168726,0.65654862282181,0.2,0.30660191626197664,0.6494592263287108,8620,4672,611,1168,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,validation,max_recall_precision_ge_0.20
0.5,0.23858794711287945,0.6838699792379008,0.0837920489296636,0.43354430379746833,0.14044079958995387,0.88690315619099,13014,179,1498,137,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,default_0.5
0.24302231000000146,0.23858794711287945,0.6838699792379008,0.42813455657492355,0.22250476795931343,0.29282576866764276,0.7719854329646615,10747,2446,935,700,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,best_f1
0.14427135323636822,0.23858794711287945,0.6838699792379008,0.7828746177370031,0.15230842455973345,0.25500547863333,0.49561640140275154,6069,7124,355,1280,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,best_f2
0.09141615125228386,0.23858794711287945,0.6838699792379008,0.9602446483180428,0.12000305740273638,0.2133442043755945,0.21917992986242243,1680,11513,65,1570,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,max_recall_precision_ge_0.12
0.1407555062719138,0.23858794711287945,0.6838699792379008,0.7969418960244649,0.1500115127791849,0.2524949132835966,0.4797005664958187,5810,7383,332,1303,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,max_recall_precision_ge_0.15
0.2216184604402977,0.23858794711287945,0.6838699792379008,0.4831804281345566,0.2,0.2829006266786034,0.7299028864310764,10033,3160,845,790,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw025,199,94.13475675007794,1827,test,max_recall_precision_ge_0.20
0.5,0.2817841847627776,0.7095200856212436,0.163575042158516,0.41810344827586204,0.23515151515151514,0.8743945325459491,12887,405,1488,291,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,default_0.5
0.3273437675889785,0.2817841847627776,0.7095200856212436,0.4378864530635188,0.2735252808988764,0.3367192565377134,0.7963638776458098,11223,2069,1000,779,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,best_f1
0.22536938278795504,0.2817841847627776,0.7095200856212436,0.7116357504215851,0.1867807612865152,0.29589809512679677,0.6002255988321943,7780,5512,513,1266,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,best_f2
0.08851883022579192,0.2817841847627776,0.7095200856212436,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,max_recall_precision_ge_0.12
0.16566532765729589,0.2817841847627776,0.7095200856212436,0.8701517706576728,0.15,0.25588891643937517,0.4026275628690863,4520,8772,231,1548,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,max_recall_precision_ge_0.15
0.2448144937215746,0.2817841847627776,0.7095200856212436,0.654300168634064,0.2,0.30635609948677456,0.6502554575011612,8636,4656,615,1164,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw035,199,89.65067458397243,1771,validation,max_recall_precision_ge_0.20
