threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,split,experiment_type,feature_config,model_name,row_order_seed,model_seed,negative_ratio,bootstrap_type,bagging_temperature,subsample,boosting_type,random_strength,l2_leaf_reg,train_subset_rows,n_columns,fit_seconds,best_iteration,status,error,threshold_strategy
0.14471099571459597,0.27914983533411525,0.7083675667757231,0.4547498594716133,0.2607154366741863,0.331421548545678,0.7834251210934908,10998,2294,970,809,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,best_f1
0.09683831003941282,0.27914983533411525,0.7083675667757231,0.7195053400786959,0.18760076212809615,0.2976052080911416,0.5990976046712229,7749,5543,499,1280,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,best_f2
0.040311742657140624,0.27914983533411525,0.7083675667757231,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,max_recall_precision_ge_0.12
0.06952025111946519,0.27914983533411525,0.7083675667757231,0.8718381112984823,0.15,0.2559617130126248,0.4016986265012275,4503,8789,228,1551,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,max_recall_precision_ge_0.15
0.10726805740431791,0.27914983533411525,0.7083675667757231,0.642495784148398,0.2,0.3050440352281825,0.6544356711565258,8720,4572,636,1143,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,max_recall_precision_ge_0.20
0.5,0.2356884144546089,0.6799124547328522,0.027522935779816515,0.5357142857142857,0.05235602094240838,0.890140275155112,13154,39,1590,45,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,default_0.5
0.1313048923784121,0.2356884144546089,0.6799124547328522,0.4654434250764526,0.20662503393972306,0.2861978187288454,0.7439978419206906,10271,2922,874,761,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,best_f1
0.07860241786188131,0.2356884144546089,0.6799124547328522,0.7877675840978593,0.14950667440510737,0.2513170731707317,0.4824656056110062,5866,7327,347,1288,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,best_f2
0.05142621583091048,0.2356884144546089,0.6799124547328522,0.963302752293578,0.12,0.21341463414634146,0.21702185055300782,1643,11550,60,1575,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,max_recall_precision_ge_0.12
0.07945541405792754,0.2356884144546089,0.6799124547328522,0.7798165137614679,0.15,0.25160335471139617,0.48846776369031564,5968,7225,360,1275,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,max_recall_precision_ge_0.15
