threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,row_order_seed,model_seed,random_strength,l2_leaf_reg,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.07132851843407344,0.28283149895155074,0.7081117146120933,0.8679033164699269,0.15000485767026134,0.25579854208084823,0.40388826222546614,4543,8749,235,1544,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,max_recall_precision_ge_0.15
0.10749541185949534,0.28283149895155074,0.7081117146120933,0.6554243957279371,0.2,0.30647916940465236,0.6498573419149359,8628,4664,613,1166,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,max_recall_precision_ge_0.20
0.5,0.23811139999399433,0.6807299580377048,0.031192660550458717,0.6144578313253012,0.059371362048894066,0.8910169948745617,13161,32,1584,51,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,default_0.5
0.16200927427054643,0.23811139999399433,0.6807299580377048,0.3522935779816514,0.24562899786780384,0.2894472361809045,0.8092797410304828,11424,1769,1059,576,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,best_f1
0.09131480704736744,0.23811139999399433,0.6807299580377048,0.7162079510703364,0.16167333977633577,0.26379815273710294,0.5592123010520637,7121,6072,464,1171,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,best_f2
0.0543351213121021,0.23811139999399433,0.6807299580377048,0.9559633027522936,0.12,0.21323328785811732,0.22214728891286756,1731,11462,72,1563,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,max_recall_precision_ge_0.12
0.08155208801709607,0.23811139999399433,0.6807299580377048,0.7743119266055046,0.15,0.2513151364764268,0.4913002427839223,6019,7174,369,1266,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,max_recall_precision_ge_0.15
0.12507839755953942,0.23811139999399433,0.6807299580377048,0.5076452599388379,0.2,0.28694900605012963,0.7218100890207715,9873,3320,805,830,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,test,max_recall_precision_ge_0.20
0.5,0.2831452102768189,0.7098388647302422,0.04215851602023609,0.5769230769230769,0.0785751702462022,0.883285780638312,13237,55,1704,75,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,default_0.5
0.15062712175765075,0.2831452102768189,0.7098388647302422,0.4513771781899944,0.2660702451954937,0.3347925786950177,0.7882688607258974,11077,2215,976,803,history_catboost_order_sensitivity_member,,OrderCat_same_seed_67,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_67,67,67,1.0,10.0,1,69444.0,199,63.51715870806947,1192.0,validation,best_f1
