threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,negative_ratio,seed,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.3661659148505445,0.26681881669713936,0.7053854723673743,0.8752107925801011,0.15,0.2561065877128053,0.3998407537655099,4469,8823,222,1557,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,max_recall_precision_ge_0.15
0.5078202514110067,0.26681881669713936,0.7053854723673743,0.6267566048341765,0.2,0.3032363339679086,0.6600092893636786,8832,4460,664,1115,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,max_recall_precision_ge_0.20
0.5,0.2218092112339805,0.6784075328613473,0.6067278287461774,0.17607383741569044,0.2729398816893658,0.6435797140544915,8551,4642,643,992,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,default_0.5
0.5536668304283586,0.2218092112339805,0.6784075328613473,0.48440366972477067,0.20086228759827543,0.28397275008963785,0.7306447261936876,10042,3151,843,792,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,best_f1
0.43457217480830035,0.2218092112339805,0.6784075328613473,0.7443425076452599,0.1576016576016576,0.26012610879555415,0.5331130294038305,6688,6505,418,1217,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,best_f2
0.2871496997193271,0.2218092112339805,0.6784075328613473,0.9602446483180428,0.12000305740273638,0.2133442043755945,0.21917992986242243,1680,11513,65,1570,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,max_recall_precision_ge_0.12
0.40861220584802255,0.2218092112339805,0.6784075328613473,0.7889908256880734,0.15,0.252076209086468,0.48374696520097116,5883,7310,345,1290,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,max_recall_precision_ge_0.15
0.5530088707532964,0.2218092112339805,0.6784075328613473,0.4850152905198777,0.2,0.2832142857142857,0.7292959266253035,10021,3172,842,793,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,test,max_recall_precision_ge_0.20
0.5,0.26697040880468814,0.7061858878882039,0.65654862282181,0.1971308016877637,0.3032191069574247,0.6438192555238538,8535,4757,611,1168,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,default_0.5
0.5935028161978863,0.26697040880468814,0.7061858878882039,0.4480044969083755,0.2625164690382082,0.33104880581516094,0.7862782827947714,11053,2239,982,797,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,best_f1
0.45634513683314354,0.26697040880468814,0.7061858878882039,0.7498594716132658,0.17889231594474989,0.288869640537029,0.5641961382788137,7169,6123,445,1334,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,best_f2
0.22560588503025575,0.26697040880468814,0.7061858878882039,0.9960652051714446,0.12000541785182176,0.21420368691447567,0.13734987724769424,298,12994,7,1772,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,max_recall_precision_ge_0.12
0.37166784351983656,0.26697040880468814,0.7061858878882039,0.865654862282181,0.15000974089226574,0.2557077625570776,0.40514896158184593,4566,8726,239,1540,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,max_recall_precision_ge_0.15
0.5081346654860587,0.26697040880468814,0.7061858878882039,0.6346261944912872,0.2,0.3041487068965517,0.6572224802601022,8776,4516,650,1129,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,validation,max_recall_precision_ge_0.20
0.5,0.22082894359301905,0.6775334246151757,0.6085626911314985,0.1747453459782227,0.27152408241233456,0.6399379552198543,8494,4699,640,995,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,default_0.5
0.5482974346131674,0.22082894359301905,0.6775334246151757,0.4948012232415902,0.19857633775159547,0.2834121562445262,0.7241030482870245,9928,3265,826,809,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,best_f1
0.4149224967651513,0.22082894359301905,0.6775334246151757,0.7810397553516819,0.15186110120109406,0.2542811628833134,0.49487456164014026,6061,7132,358,1277,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,best_f2
0.29313496851830245,0.22082894359301905,0.6775334246151757,0.9602446483180428,0.12000305740273638,0.2133442043755945,0.21917992986242243,1680,11513,65,1570,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,max_recall_precision_ge_0.12
0.4099090731639869,0.22082894359301905,0.6775334246151757,0.7865443425076453,0.15000583226408493,0.2519592476489028,0.48502832479093605,5906,7287,349,1286,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,max_recall_precision_ge_0.15
0.5515373661616965,0.22082894359301905,0.6775334246151757,0.4850152905198777,0.2,0.2832142857142857,0.7292959266253035,10021,3172,842,793,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed303,1.0,303,1,15800.0,199,15.88905058405362,1006.0,test,max_recall_precision_ge_0.20
0.5,0.27202129589116697,0.706420341507239,0.6396852164137156,0.20213143872113676,0.3071939533000405,0.6594121159843408,8800,4492,641,1138,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed404,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed404,1.0,404,1,15800.0,199,21.353089791955426,1191.0,validation,default_0.5
0.5746078285942572,0.27202129589116697,0.706420341507239,0.4749859471613266,0.2520131225767969,0.3293063133281372,0.7716143587021432,10784,2508,934,845,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed404,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed404,1.0,404,1,15800.0,199,21.353089791955426,1191.0,validation,best_f1
0.46671631970365773,0.27202129589116697,0.706420341507239,0.7144463181562676,0.18576439637532885,0.29486138499014036,0.5966425585561674,7721,5571,508,1271,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed404,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed404,1.0,404,1,15800.0,199,21.353089791955426,1191.0,validation,best_f2
